fileName,subject,imgNum,label,ang,xF,yF,wF,hF,xRE,yRE,xLE,yLE,xN,yN,xRM,yRM,xLM,yLM
20130529_02_Driv_093_f ,2,93,2,0,313,176,114,141,351,203,399,204,378,232,353,254,387,255
20130529_02_Driv_094_f ,2,94,2,0,316,173,103,135,348,201,396,203,375,230,347,251,389,255
20130529_02_Driv_095_f ,2,95,2,0,317,174,102,136,347,202,397,204,374,229,348,250,389,253
20130529_02_Driv_096_f ,2,96,2,0,308,174,112,139,344,203,396,204,372,235,351,250,385,254
20130529_02_Driv_097_f ,2,97,2,0,310,174,109,144,343,202,395,204,369,232,346,252,382,255
20130529_02_Driv_098_f ,2,98,2,0,310,174,110,134,342,203,392,204,364,235,345,252,380,253
20130529_02_Driv_099_f ,2,99,2,0,310,172,110,137,340,203,392,204,364,231,341,252,382,254
20130529_02_Driv_100_f ,2,100,2,0,310,174,102,132,340,203,391,204,365,232,344,250,380,254
20130529_02_Driv_101_f ,2,101,2,0,305,172,110,137,336,203,387,204,361,236,339,251,379,255
20130529_02_Driv_102_f ,2,102,2,0,304,171,109,138,335,202,387,203,359,231,338,251,377,255
20130529_02_Driv_103_f ,2,103,2,0,304,176,112,133,334,203,382,204,359,231,337,253,377,254
20130529_02_Driv_104_f ,2,104,2,0,302,174,110,140,332,203,383,202,356,234,335,254,373,252
20130529_02_Driv_105_f ,2,105,2,0,302,177,102,127,332,203,383,202,354,234,333,252,372,253
20130529_02_Driv_106_f ,2,106,2,0,304,178,103,133,330,201,380,204,354,233,333,254,377,254
20130529_02_Driv_107_f ,2,107,2,0,301,174,107,135,328,202,379,203,353,232,333,253,374,253
20130529_02_Driv_108_f ,2,108,2,0,299,172,111,146,328,203,379,203,352,230,331,251,371,248
20130529_02_Driv_109_f ,2,109,2,0,298,172,108,134,328,203,379,203,353,231,331,250,371,250
20130529_02_Driv_110_f ,2,110,2,0,300,172,107,131,329,203,381,203,352,232,331,250,374,250
20130529_02_Driv_111_f ,2,111,2,0,302,174,107,127,331,201,382,203,355,232,332,246,377,249
20130529_02_Driv_112_f ,2,112,2,0,304,167,106,134,337,201,387,202,365,228,339,244,381,244
20130529_02_Driv_113_f ,2,113,2,15,311,169,108,128,350,198,398,200,380,225,350,244,390,244
20130529_02_Driv_114_ll,2,114,3,30,317,161,110,148,363,195,408,199,399,220,361,240,403,243
20130529_02_Driv_115_ll,2,115,3,45,351,160,111,140,404,186,445,189,444,214,399,235,434,238
20130529_02_Driv_116_ll,2,116,3,45,344,154,117,145,395,184,437,187,436,210,393,235,430,239
20130529_02_Driv_117_ll,2,117,3,30,347,158,106,136,393,184,436,187,430,212,382,235,428,236
20130529_02_Driv_118_ll,2,118,3,30,341,155,113,140,385,184,431,188,422,213,381,234,425,234
20130529_02_Driv_119_f ,2,119,2,15,337,155,117,144,379,186,430,186,419,214,379,235,423,236
20130529_02_Driv_120_f ,2,120,2,15,341,155,106,136,379,186,427,187,417,214,376,235,422,235
20130529_02_Driv_121_f ,2,121,2,15,341,157,112,137,382,187,427,189,414,213,374,232,419,235
20130529_02_Driv_122_f ,2,122,2,15,339,159,112,141,383,186,427,186,417,213,377,236,418,234
20130529_02_Driv_123_ll,2,123,3,30,341,153,116,144,389,183,431,186,426,212,384,232,425,233
20130529_02_Driv_124_ll,2,124,3,45,343,151,113,144,395,185,434,187,435,212,389,232,427,235
20130529_02_Driv_125_ll,2,125,3,45,338,154,101,138,384,179,420,180,424,204,381,229,417,231
20130529_02_Driv_126_ll,2,126,3,30,331,154,107,135,377,178,418,180,418,204,374,229,412,228
20130529_02_Driv_127_f ,2,127,2,15,325,152,110,137,369,180,415,180,406,203,367,227,410,226
20130529_02_Driv_128_f ,2,128,2,15,322,151,111,132,360,178,409,180,399,204,362,227,406,227
20130529_02_Driv_129_f ,2,129,2,0,316,152,114,132,354,178,401,178,390,204,353,228,402,227
20130529_02_Driv_130_f ,2,130,2,0,310,152,118,137,347,180,401,180,381,206,350,228,398,226
20130529_02_Driv_131_f ,2,131,2,0,310,152,115,137,342,180,393,178,371,207,342,229,391,228
20130529_02_Driv_132_f ,2,132,2,0,305,152,118,133,338,181,391,180,365,207,341,234,388,229
20130529_02_Driv_133_f ,2,133,2,0,305,152,107,136,333,182,387,178,361,209,334,230,389,229
20130529_02_Driv_134_f ,2,134,2,0,298,151,121,134,327,180,381,177,352,207,330,227,380,227
20130529_02_Driv_135_f ,2,135,2,-15,294,153,126,133,322,183,376,178,344,209,330,232,376,230
20130529_02_Driv_136_f ,2,136,2,-15,290,151,121,138,317,181,371,177,337,210,324,232,374,229
20130529_02_Driv_137_lr,2,137,1,-30,284,155,123,134,311,183,365,177,330,210,316,234,364,227
20130529_02_Driv_138_lr,2,138,1,-30,276,150,121,137,305,183,359,178,325,210,310,229,362,224
20130529_02_Driv_139_lr,2,139,1,-30,274,152,115,145,300,184,350,178,316,210,311,236,358,230
20130529_02_Driv_140_lr,2,140,1,-45,271,153,104,134,291,187,340,178,302,212,300,237,348,228
20130529_02_Driv_141_lr,2,141,1,-45,255,154,115,141,276,187,323,179,283,212,285,239,329,228
20130529_02_Driv_142_lr,2,142,1,-45,261,156,108,133,280,189,328,181,288,214,293,238,336,230
20130529_02_Driv_143_lr,2,143,1,-45,265,149,112,145,280,186,336,177,296,210,294,236,339,227
20130529_02_Driv_144_lr,2,144,1,-45,262,154,117,133,291,188,344,180,302,209,299,236,348,229
20130529_02_Driv_145_lr,2,145,1,-45,271,153,110,130,294,184,346,177,311,211,305,235,348,227
20130529_02_Driv_146_lr,2,146,1,-30,276,155,114,128,298,184,346,177,313,209,308,237,353,227
20130529_02_Driv_147_lr,2,147,1,-30,273,151,111,132,300,185,353,178,318,210,311,235,356,229
20130529_02_Driv_148_lr,2,148,1,-30,279,153,115,121,305,181,353,175,322,207,314,230,364,226
20130529_02_Driv_149_lr,2,149,1,-30,282,155,115,132,308,184,362,180,329,214,316,233,362,229
20130529_02_Driv_150_lr,2,150,1,-30,285,149,114,132,313,185,362,179,330,212,317,232,367,227
20130529_02_Driv_151_f ,2,151,2,-15,279,144,124,140,313,181,365,177,335,205,320,232,367,227
20130529_02_Driv_152_f ,2,152,2,-15,285,150,115,134,314,180,366,174,337,207,325,234,367,224
20130529_02_Driv_153_f ,2,153,2,-15,291,149,113,131,319,179,370,175,342,205,330,229,373,224
20130529_02_Driv_154_f ,2,154,2,-15,294,150,111,128,317,179,372,175,342,204,327,229,373,222
20130529_02_Driv_155_f ,2,155,2,0,291,150,109,127,317,178,371,172,345,201,327,227,373,223
20130529_02_Driv_156_f ,2,156,2,0,292,147,114,126,324,176,371,172,347,197,326,225,373,220
20130529_02_Driv_157_f ,2,157,2,0,294,152,111,127,322,179,374,174,345,203,329,227,374,221
20130529_02_Driv_158_f ,2,158,2,0,292,152,115,126,322,177,373,174,345,199,330,229,374,224
20130529_02_Driv_159_f ,2,159,2,0,289,149,114,122,322,177,373,172,348,199,330,224,376,221
20130529_02_Driv_160_f ,2,160,2,0,290,148,114,126,320,176,372,171,346,196,325,224,372,219
20130529_02_Driv_161_f ,2,161,2,0,285,144,120,128,320,176,368,170,345,196,328,221,373,219
20130529_02_Driv_162_f ,2,162,2,0,290,151,117,126,318,179,367,172,345,201,329,227,372,220
20130529_02_Driv_163_f ,2,163,2,0,285,147,120,130,317,178,367,172,345,199,327,227,372,220
20130529_02_Driv_164_f ,2,164,2,0,286,147,111,127,313,177,363,169,342,198,323,224,368,218
20130529_02_Driv_165_f ,2,165,2,0,281,144,118,129,313,172,363,166,337,195,322,224,367,217
20130529_02_Driv_166_f ,2,166,2,0,284,146,117,131,312,176,363,170,339,198,321,225,369,217
20130529_02_Driv_167_f ,2,167,2,0,281,144,122,134,310,178,361,170,342,200,322,227,369,221
20130529_02_Driv_168_f ,2,168,2,0,278,144,123,133,307,180,357,169,335,203,319,229,362,218
20130529_02_Driv_169_f ,2,169,2,0,277,148,123,128,303,180,357,171,338,201,319,230,366,221
20130529_02_Driv_170_f ,2,170,2,0,276,152,128,132,306,185,360,175,337,206,316,234,362,227
20130530_03_Driv_001_f ,3,1,2,0,276,252,137,136,317,278,373,277,349,304,330,337,365,335
20130530_03_Driv_002_f ,3,2,2,0,274,239,131,144,309,269,363,272,340,296,319,326,354,327
20130530_03_Driv_003_f ,3,3,2,0,271,245,132,141,307,274,362,274,333,297,312,331,350,334
20130530_03_Driv_004_f ,3,4,2,0,274,244,126,150,307,275,360,275,331,297,314,332,351,335
20130530_03_Driv_005_f ,3,5,2,0,274,237,129,149,308,267,364,268,334,291,317,324,354,326
20130530_03_Driv_006_f ,3,6,2,0,276,236,125,143,311,269,364,271,336,291,317,324,349,327
20130530_03_Driv_007_f ,3,7,2,15,310,257,114,128,348,278,395,284,378,304,356,337,389,340
20130530_03_Driv_008_f ,3,8,2,15,308,247,115,133,348,271,396,274,382,297,357,326,390,329
20130530_03_Driv_009_f ,3,9,2,15,305,250,118,141,347,278,396,282,379,304,357,334,387,337
20130530_03_Driv_010_f ,3,10,2,15,307,258,116,128,347,283,395,286,376,308,359,338,388,339
20130530_03_Driv_011_f ,3,11,2,15,309,254,115,129,353,277,396,280,384,304,358,333,391,337
20130530_03_Driv_012_f ,3,12,2,15,313,251,114,131,354,276,402,279,386,301,361,332,393,334
20130530_03_Driv_013_f ,3,13,2,15,310,258,117,130,354,280,401,283,385,307,360,335,395,338
20130530_03_Driv_014_f ,3,14,2,15,314,261,110,131,354,286,401,290,384,311,364,339,391,343
20130530_03_Driv_015_f ,3,15,2,15,306,261,113,125,350,284,399,288,381,310,361,338,388,340
20130530_03_Driv_016_f ,3,16,2,15,309,251,117,130,353,275,399,278,382,300,357,328,390,330
20130530_03_Driv_017_f ,3,17,2,15,313,251,110,125,354,272,400,275,382,297,360,326,390,329
20130530_03_Driv_018_f ,3,18,2,15,308,253,114,128,350,278,398,282,380,303,359,332,390,337
20130530_03_Driv_019_f ,3,19,2,15,305,267,119,128,351,292,397,296,379,314,356,347,388,347
20130530_03_Driv_020_f ,3,20,2,15,310,264,114,125,352,286,397,289,381,311,359,338,393,340
20130530_03_Driv_021_f ,3,21,2,15,315,253,109,128,354,278,402,280,385,301,363,329,393,331
20130530_03_Driv_022_f ,3,22,2,15,311,254,114,134,354,277,400,282,385,304,362,332,393,335
20130530_03_Driv_023_f ,3,23,2,15,313,258,111,129,356,280,400,283,384,306,360,335,390,337
20130530_03_Driv_024_f ,3,24,2,15,313,260,107,129,354,281,401,286,384,306,364,335,391,338
20130530_03_Driv_025_f ,3,25,2,15,310,257,115,128,354,280,400,287,383,307,362,335,392,338
20130530_03_Driv_026_f ,3,26,2,15,306,254,122,133,356,280,403,286,386,305,362,334,391,338
20130530_03_Driv_027_f ,3,27,2,15,311,255,111,129,355,279,401,284,385,305,361,332,390,337
20130530_03_Driv_028_f ,3,28,2,15,311,254,116,129,356,278,401,284,385,305,362,332,391,335
20130530_03_Driv_029_f ,3,29,2,15,310,253,117,132,356,276,400,280,384,303,360,329,391,333
20130530_03_Driv_030_f ,3,30,2,15,309,255,116,132,356,277,402,283,386,306,362,332,393,336
20130530_03_Driv_031_f ,3,31,2,15,309,255,117,131,355,281,402,287,386,307,361,335,390,340
20130530_03_Driv_032_f ,3,32,2,15,306,259,119,132,354,283,402,289,382,312,362,337,390,340
20130530_03_Driv_033_f ,3,33,2,15,310,259,120,133,353,284,400,289,384,311,361,338,388,343
20130530_03_Driv_034_f ,3,34,2,15,301,258,123,131,352,283,397,287,378,307,357,335,390,341
20130530_03_Driv_035_f ,3,35,2,15,306,258,113,129,348,281,396,286,374,308,350,335,382,337
20130530_03_Driv_036_f ,3,36,2,0,304,256,112,128,341,279,391,283,367,305,346,331,379,334
20130530_03_Driv_037_f ,3,37,2,0,297,255,117,129,333,281,382,283,356,303,337,330,371,335
20130530_03_Driv_038_f ,3,38,2,0,293,253,115,135,317,281,373,283,343,305,330,334,356,335
20130530_03_Driv_039_lr,3,39,1,-30,274,255,114,129,299,284,341,284,313,307,304,336,331,337
20130530_03_Driv_040_lr,3,40,1,-30,268,255,102,128,290,288,334,286,300,311,296,338,324,338
20130530_03_Driv_041_lr,3,41,1,-30,271,261,102,126,297,291,337,292,309,313,301,338,335,341
20130530_03_Driv_042_f ,3,42,2,-15,279,261,112,128,312,287,361,287,332,311,320,338,350,340
20130530_03_Driv_043_f ,3,43,2,0,289,263,108,129,318,287,369,289,341,311,329,338,356,340
20130530_03_Driv_044_f ,3,44,2,0,291,265,111,121,320,286,371,289,344,311,327,339,360,339
20130530_03_Driv_045_f ,3,45,2,0,288,257,112,125,326,281,374,284,345,307,332,334,359,337
20130530_03_Driv_046_f ,3,46,2,0,294,254,111,123,328,282,377,283,353,304,336,332,361,334
20130530_03_Driv_047_f ,3,47,2,0,297,260,109,127,330,284,377,286,354,310,337,336,365,339
20130530_03_Driv_048_f ,3,48,2,0,294,264,114,130,328,292,376,292,353,315,337,345,365,347
20130530_03_Driv_049_f ,3,49,2,0,295,270,116,129,332,292,380,294,357,319,341,347,368,347
20130530_03_Driv_050_f ,3,50,2,0,297,267,115,125,337,292,382,292,363,314,345,346,375,347
20130530_03_Driv_051_f ,3,51,2,0,299,263,113,137,337,291,384,295,367,317,349,345,374,347
20130530_03_Driv_052_f ,3,52,2,0,303,267,105,128,341,292,385,294,366,318,346,348,375,352
20130530_03_Driv_053_f ,3,53,2,0,300,269,109,126,341,294,388,296,366,321,349,347,373,350
20130530_03_Driv_054_f ,3,54,2,0,301,271,110,133,338,297,387,300,367,323,347,350,376,353
20130530_03_Driv_055_f ,3,55,2,0,295,268,122,133,341,295,388,297,368,321,347,348,377,355
20130530_03_Driv_056_f ,3,56,2,0,302,266,111,125,343,291,389,292,371,318,348,346,381,350
20130530_03_Driv_057_f ,3,57,2,0,310,260,106,131,344,287,392,291,375,313,350,341,384,346
20130530_03_Driv_058_f ,3,58,2,0,308,259,108,128,348,286,394,289,374,312,353,338,385,345
20130530_03_Driv_059_f ,3,59,2,0,306,268,114,129,341,292,389,295,372,321,347,349,379,351
20130530_03_Driv_060_f ,3,60,2,0,299,274,114,128,337,297,384,302,365,327,346,354,373,357
20130530_03_Driv_061_f ,3,61,2,0,299,267,115,128,337,292,385,296,367,321,347,347,373,350
20130530_03_Driv_062_f ,3,62,2,0,304,264,111,128,337,286,387,290,363,317,344,343,375,345
20130530_03_Driv_063_f ,3,63,2,0,302,264,111,130,337,287,384,289,363,314,342,340,371,346
20130530_03_Driv_064_f ,3,64,2,0,300,263,113,126,334,287,383,290,361,317,343,343,371,346
20130530_03_Driv_065_f ,3,65,2,0,301,265,107,131,333,291,382,294,360,318,341,346,371,349
20130530_03_Driv_066_f ,3,66,2,0,298,273,112,125,333,295,382,298,359,323,339,349,367,353
20130530_03_Driv_067_f ,3,67,2,0,300,269,110,117,331,287,381,291,360,314,340,340,369,344
20130530_03_Driv_068_f ,3,68,2,0,300,255,117,126,336,277,382,280,360,304,340,331,368,331
20130530_03_Driv_069_f ,3,69,2,0,302,247,113,134,337,274,387,277,360,300,347,327,374,330
20130530_03_Driv_070_f ,3,70,2,0,302,254,115,129,335,277,382,279,361,304,342,332,371,335
20130530_03_Driv_071_f ,3,71,2,0,298,256,115,132,334,283,383,285,359,308,343,334,374,338
20130530_03_Driv_072_f ,3,72,2,0,299,262,116,122,334,285,382,289,362,310,340,336,372,339
20130530_03_Driv_073_f ,3,73,2,0,304,255,105,128,335,280,382,283,363,305,344,331,369,334
20130530_03_Driv_074_f ,3,74,2,0,304,252,111,128,337,275,385,278,362,301,344,326,376,330
20130530_03_Driv_075_f ,3,75,2,0,302,252,113,131,337,279,385,284,362,305,345,331,373,335
20130530_03_Driv_076_f ,3,76,2,0,304,257,107,124,338,278,382,283,363,306,345,329,372,337
20130530_03_Driv_077_f ,3,77,2,0,307,255,106,134,339,282,385,286,365,307,348,333,376,337
20130530_03_Driv_078_f ,3,78,2,0,308,255,106,131,339,285,387,289,364,309,345,334,376,338
20130530_03_Driv_079_f ,3,79,2,0,306,257,107,131,338,284,385,289,365,309,346,335,374,340
20130530_03_Driv_080_f ,3,80,2,0,305,257,115,128,342,284,387,288,370,309,349,334,375,338
20130530_03_Driv_081_f ,3,81,2,0,301,252,117,132,344,280,390,284,371,304,350,330,374,334
20130530_03_Driv_082_f ,3,82,2,0,309,261,108,125,344,283,388,287,372,311,350,335,377,340
20130530_03_Driv_083_f ,3,83,2,15,305,262,111,122,344,286,387,291,371,311,346,337,377,342
20130530_03_Driv_084_f ,3,84,2,15,306,257,110,127,347,282,389,286,371,307,351,333,380,335
20130530_03_Driv_085_f ,3,85,2,15,309,255,108,128,347,278,390,284,374,304,351,331,380,335
20130530_03_Driv_086_f ,3,86,2,15,304,260,113,129,344,283,390,287,374,311,353,336,379,340
20130530_03_Driv_087_f ,3,87,2,15,305,258,109,133,345,285,388,290,374,312,351,337,380,344
20130530_03_Driv_088_f ,3,88,2,15,308,257,108,127,347,281,391,287,375,307,354,332,379,340
20130530_03_Driv_089_f ,3,89,2,15,309,252,109,131,348,278,397,285,376,306,356,332,387,335
20130530_03_Driv_090_f ,3,90,2,15,310,260,104,124,349,282,392,289,376,309,354,337,380,338
20130530_03_Driv_091_f ,3,91,2,15,304,258,114,133,348,284,391,290,375,312,349,338,381,344
20130530_03_Driv_092_f ,3,92,2,15,308,260,108,127,350,288,394,294,376,314,354,342,384,344
20130530_03_Driv_093_f ,3,93,2,15,308,261,112,129,348,285,393,291,377,309,354,337,382,343
20130530_03_Driv_094_f ,3,94,2,15,313,258,107,131,353,282,394,287,379,309,353,333,384,338
20130530_03_Driv_095_f ,3,95,2,15,310,256,110,127,353,283,396,287,381,307,357,334,385,338
20130530_03_Driv_096_f ,3,96,2,15,308,256,117,130,353,281,394,287,379,308,356,333,384,339
20130530_03_Driv_097_f ,3,97,2,15,308,265,115,128,354,289,397,295,379,320,357,341,384,347
20130530_03_Driv_098_f ,3,98,2,15,307,263,115,134,350,290,393,298,378,318,355,344,380,349
20130530_03_Driv_099_f ,3,99,2,15,311,263,113,131,351,287,396,295,381,318,355,343,387,346
20130530_03_Driv_100_f ,3,100,2,15,313,255,114,139,354,282,399,290,382,311,357,337,388,343
20130530_03_Driv_101_f ,3,101,2,15,309,254,118,137,354,284,397,292,384,313,361,338,384,338
20130530_03_Driv_102_f ,3,102,2,15,314,261,110,139,354,286,397,293,382,316,357,341,386,344
20130530_03_Driv_103_f ,3,103,2,15,302,262,125,138,354,286,399,294,382,313,358,341,389,344
20130530_03_Driv_104_f ,3,104,2,15,313,263,114,138,353,288,400,295,382,317,361,343,390,347
20130530_03_Driv_105_f ,3,105,2,15,306,261,121,139,354,288,398,295,384,317,358,343,386,346
20130530_03_Driv_106_f ,3,106,2,15,307,264,116,134,354,289,399,294,382,318,362,343,391,347
20130530_03_Driv_107_f ,3,107,2,15,313,260,115,133,351,283,399,291,383,311,359,338,387,340
20130530_03_Driv_108_f ,3,108,2,15,307,255,120,134,356,281,399,290,386,311,361,336,386,341
20130530_03_Driv_109_f ,3,109,2,15,309,261,116,132,351,286,398,294,381,317,357,343,387,346
20130530_03_Driv_110_f ,3,110,2,15,310,264,115,136,352,294,395,300,379,320,353,347,385,351
20130530_03_Driv_111_f ,3,111,2,15,309,268,116,133,351,294,396,300,380,324,355,351,385,354
20130530_03_Driv_112_f ,3,112,2,15,305,264,117,133,352,291,397,297,382,319,352,346,385,349
20130530_03_Driv_113_f ,3,113,2,15,305,261,121,135,355,289,396,295,380,315,356,343,387,347
20130530_03_Driv_114_f ,3,114,2,15,310,267,115,131,354,292,397,300,377,320,357,347,387,352
20130530_03_Driv_115_f ,3,115,2,15,307,269,111,131,350,295,396,301,377,321,354,348,382,352
20130530_03_Driv_116_f ,3,116,2,15,309,264,113,136,353,295,396,299,379,322,355,347,386,350
20130530_03_Driv_117_f ,3,117,2,15,309,266,118,133,354,291,396,297,379,321,358,344,388,348
20130530_03_Driv_118_f ,3,118,2,15,305,269,117,133,351,296,395,301,379,326,356,350,385,354
20130530_03_Driv_119_f ,3,119,2,15,305,271,118,136,350,300,394,306,377,327,353,352,382,357
20130530_03_Driv_120_f ,3,120,2,15,305,267,116,133,349,295,394,301,376,321,356,347,383,352
20130530_03_Driv_121_f ,3,121,2,15,300,263,123,138,350,288,397,295,377,320,356,342,387,348
20130530_03_Driv_122_f ,3,122,2,15,310,260,116,140,350,289,396,294,379,318,356,342,385,347
20130530_03_Driv_123_f ,3,123,2,15,307,266,114,136,350,294,394,298,376,320,353,347,385,350
20130530_03_Driv_124_f ,3,124,2,15,310,268,112,135,349,295,393,300,375,321,353,349,382,352
20130530_03_Driv_125_f ,3,125,2,15,308,266,112,137,348,294,394,300,377,321,353,348,383,349
20130530_03_Driv_126_f ,3,126,2,15,310,263,112,136,348,292,394,297,377,317,353,344,387,347
20130530_03_Driv_127_f ,3,127,2,15,307,260,113,135,350,291,395,296,377,318,351,344,382,346
20130530_03_Driv_128_f ,3,128,2,15,305,266,112,131,345,295,391,300,374,323,349,346,382,349
20130530_03_Driv_129_f ,3,129,2,15,307,265,107,129,345,292,391,298,373,320,351,346,379,349
20130530_03_Driv_130_f ,3,130,2,15,311,263,107,131,345,289,395,295,374,315,351,343,382,345
20130530_03_Driv_131_f ,3,131,2,15,307,258,108,134,345,287,389,292,372,314,350,340,382,341
20130530_03_Driv_132_f ,3,132,2,15,310,260,105,129,347,289,393,294,371,316,354,340,381,344
20130530_03_Driv_133_f ,3,133,2,15,306,261,107,125,345,287,389,292,371,313,351,339,379,343
20130530_03_Driv_134_f ,3,134,2,15,307,260,105,124,344,284,390,287,372,308,350,335,379,339
20130530_03_Driv_135_f ,3,135,2,15,304,258,110,124,345,282,390,285,371,305,351,334,381,335
20130530_03_Driv_136_f ,3,136,2,15,305,257,111,122,345,280,388,284,371,304,355,329,381,333
20130530_03_Driv_137_f ,3,137,2,15,304,260,111,123,343,282,387,284,368,308,350,335,378,336
20130530_03_Driv_138_f ,3,138,2,15,303,258,108,125,343,281,386,284,370,305,351,331,377,335
20130530_03_Driv_139_f ,3,139,2,15,303,254,111,126,344,277,388,282,371,302,352,329,380,332
20130530_03_Driv_140_f ,3,140,2,15,306,258,108,125,345,281,387,285,371,303,351,330,378,333
20130530_03_Driv_141_f ,3,141,2,15,304,256,108,128,343,282,387,286,370,305,345,333,376,335
20130530_03_Driv_142_f ,3,142,2,15,300,254,114,124,342,278,384,283,369,301,347,329,378,332
20130530_03_Driv_143_f ,3,143,2,15,307,263,101,120,342,287,385,291,367,309,347,337,377,338
20130530_03_Driv_144_f ,3,144,2,15,304,258,111,129,343,285,388,290,373,311,348,335,379,340
20130530_03_Driv_145_f ,3,145,2,15,306,260,113,134,350,284,391,289,373,313,353,337,381,339
20130530_03_Driv_146_f ,3,146,2,15,306,265,112,124,344,287,391,291,371,320,351,341,382,343
20130530_03_Driv_147_f ,3,147,2,15,307,258,110,129,347,286,394,291,371,315,354,338,385,341
20130530_03_Driv_148_f ,3,148,2,15,309,260,107,136,345,285,390,289,371,316,351,339,378,342
20130530_03_Driv_149_f ,3,149,2,15,306,260,114,129,347,283,393,288,375,312,354,335,382,338
20130530_03_Driv_150_f ,3,150,2,15,315,255,101,135,349,284,393,287,377,312,354,337,381,341
20130530_03_Driv_151_f ,3,151,2,15,310,269,105,129,348,292,390,296,372,321,349,344,381,351
20130530_03_Driv_152_f ,3,152,2,15,308,268,106,133,347,295,391,301,374,321,350,348,380,352
20130530_03_Driv_153_f ,3,153,2,15,309,273,108,131,348,295,390,298,373,323,352,348,381,351
20130530_03_Driv_154_f ,3,154,2,15,310,274,109,130,347,298,393,302,376,324,350,351,379,355
20130530_03_Driv_155_f ,3,155,2,15,311,273,109,132,348,297,393,302,374,325,350,349,383,354
20130530_03_Driv_156_f ,3,156,2,15,311,274,105,131,346,297,395,302,378,326,355,351,380,356
20130530_03_Driv_157_f ,3,157,2,15,310,273,107,133,348,299,394,303,378,326,354,349,384,354
20130530_03_Driv_158_f ,3,158,2,15,307,272,113,133,350,300,394,304,376,329,356,353,386,354
20130530_03_Driv_159_f ,3,159,2,15,311,272,107,133,350,295,398,300,380,324,353,348,388,355
20130530_03_Driv_160_f ,3,160,2,15,310,274,117,135,352,300,398,304,382,327,356,351,386,356
20130530_03_Driv_161_f ,3,161,2,15,305,273,117,131,354,299,401,304,380,327,355,352,390,357
20130530_03_Driv_162_f ,3,162,2,15,307,270,120,130,352,298,397,302,383,326,356,352,389,358
20130530_03_Driv_163_f ,3,163,2,15,308,269,118,134,351,299,399,304,381,327,355,353,386,356
20130530_03_Driv_164_f ,3,164,2,0,305,274,112,130,342,302,388,304,368,331,350,355,378,360
20130530_03_Driv_165_f ,3,165,2,0,300,269,117,134,334,300,384,302,360,327,344,351,373,356
20130530_03_Driv_166_f ,3,166,2,0,297,271,114,135,326,297,377,300,351,325,336,351,362,353
20130530_03_Driv_167_f ,3,167,2,-15,291,274,114,132,318,300,365,301,336,324,328,352,352,356
20130530_04_Driv_001_f ,4,1,2,0,300,174,132,140,346,207,397,204,372,234,351,261,396,260
20130530_04_Driv_002_f ,4,2,2,0,301,174,126,140,341,209,397,204,371,234,354,263,391,261
20130530_04_Driv_003_f ,4,3,2,0,304,174,118,135,339,204,390,200,366,229,352,261,389,258
20130530_04_Driv_004_f ,4,4,2,0,302,174,118,137,333,205,382,201,360,232,345,262,379,260
20130530_04_Driv_005_f ,4,5,2,0,293,174,115,135,326,209,377,202,352,234,338,262,374,260
20130530_04_Driv_006_lr,4,6,1,-30,286,172,116,134,310,210,357,202,330,232,322,263,351,258
20130530_04_Driv_007_f ,4,7,2,-15,288,175,119,134,313,207,362,200,336,229,329,260,362,256
20130530_04_Driv_008_f ,4,8,2,0,295,175,124,131,330,209,381,202,359,230,347,260,380,258
20130530_04_Driv_009_f ,4,9,2,0,351,179,98,136,384,209,426,205,417,232,391,261,423,262
20130530_04_Driv_010_ll,4,10,3,30,357,176,100,137,387,206,427,207,424,231,394,258,425,260
20130530_04_Driv_011_ll,4,11,3,30,353,178,101,136,387,208,426,207,420,233,391,261,419,263
20130530_04_Driv_012_ll,4,12,3,30,348,176,106,150,384,204,427,203,419,230,389,257,421,259
20130530_04_Driv_013_ll,4,13,3,30,345,172,108,140,384,202,422,204,415,228,388,253,420,257
20130530_04_Driv_014_ll,4,14,3,30,341,177,107,142,380,203,426,204,414,229,385,256,417,259
20130530_04_Driv_015_ll,4,15,3,30,344,174,107,143,381,204,420,205,413,230,384,257,415,260
20130530_04_Driv_016_ll,4,16,3,30,342,174,108,143,381,204,425,204,411,228,385,255,417,258
20130530_04_Driv_017_ll,4,17,3,30,342,172,106,143,380,203,421,205,412,230,386,254,419,255
20130530_04_Driv_018_ll,4,18,3,30,347,172,100,137,377,201,420,201,410,227,381,253,414,255
20130530_04_Driv_019_f ,4,19,2,15,344,173,101,140,376,205,422,206,410,230,380,255,416,259
20130530_04_Driv_020_f ,4,20,2,15,337,184,108,134,371,211,417,212,402,235,376,263,411,266
20130530_04_Driv_021_f ,4,21,2,15,336,182,104,135,370,207,418,208,399,235,370,262,409,262
20130530_04_Driv_022_f ,4,22,2,15,336,187,100,131,361,211,410,214,394,243,370,265,410,267
20130530_04_Driv_023_f ,4,23,2,15,330,191,104,124,362,214,408,214,393,241,370,264,411,267
20130530_04_Driv_024_f ,4,24,2,15,321,188,108,132,352,215,399,212,385,243,358,265,402,263
20130530_04_Driv_025_f ,4,25,2,0,309,186,116,132,345,216,390,214,370,242,346,269,397,266
20130530_04_Driv_026_f ,4,26,2,0,302,176,118,122,332,204,384,199,364,225,343,254,379,249
20130530_04_Driv_027_f ,4,27,2,0,299,176,120,125,331,202,381,197,360,226,345,252,384,249
